areaNm,hubTatsNm,hubBsicAdres,hubCtgryLclsNm,hubRank,baseYm,mapX,mapY,areaCd,signguCd,signguNm,hubCtgryMclsNm,formatted_text
서울특별시,창경궁,서울 종로구 창경궁로 1850,관광지,26,202502,126.995314867242000,37.578794813854800,11,11110,종로구,역사관광,[지역] 서울특별시 [장소] 창경궁 [카테고리] 관광지
서울특별시,예술의전당CJ토월극장,서울 서초구 남부순환로 24060,관광지,26,202502,127.013980817338280,37.479167558186700,11,11650,서초구,문화관광,[지역] 서울특별시 [장소] 예술의전당CJ토월극장 [카테고리] 관광지
서울특별시,중랑아트센터,서울 중랑구 망우로 3530,관광지,26,202502,127.091555970270000,37.598404256778500,11,11260,중랑구,문화관광,[지역] 서울특별시 [장소] 중랑아트센터 [카테고리] 관광지
서울특별시,르메르디앙목시서울명동점,서울 중구 명동8나길 380,숙박,26,202502,126.982694684196300,37.561717307734725,11,11140,중구,숙박,[지역] 서울특별시 [장소] 르메르디앙목시서울명동점 [카테고리] 숙박
서울특별시,목동주경기장,서울 양천구 안양천로 9390,관광지,26,202502,126.883103262129960,37.530494156471920,11,11470,양천구,문화관광,[지역] 서울특별시 [장소] 목동주경기장 [카테고리] 관광지
서울특별시,리마크호텔,서울 성동구 왕십리로20길 170,숙박,26,202502,127.035283626569180,37.563324629020656,11,11200,성동구,숙박,[지역] 서울특별시 [장소] 리마크호텔 [카테고리] 숙박
서울특별시,수유재래시장,서울 강북구 도봉로71길 20,관광지,26,202502,127.023395142667000,37.631483336102900,11,11305,강북구,쇼핑,[지역] 서울특별시 [장소] 수유재래시장 [카테고리] 관광지
서울특별시,대림중앙시장,서울 영등포구 디지털로37나길 150,관광지,26,202502,126.899229794382850,37.491160845532280,11,11560,영등포구,쇼핑,[지역] 서울특별시 [장소] 대림중앙시장 [카테고리] 관광지
서울특별시,서울아레나건축중2027년03월준공예정,서울 도봉구,관광지,26,202502,127.051971731836150,37.656451041088220,11,11320,도봉구,문화관광,[지역] 서울특별시 [장소] 서울아레나건축중2027년03월준공예정 [카테고리] 관광지
서울특별시,더그레이호텔,서울 서대문구 수색로 346,숙박,26,202502,126.915349967612000,37.569684264173700,11,11410,서대문구,숙박,[지역] 서울특별시 [장소] 더그레이호텔 [카테고리] 숙박
서울특별시,모자원고개,서울 동작구 보라매로 00,관광지,26,202502,126.927377375124200,37.495276276301910,11,11590,동작구,자연관광,[지역] 서울특별시 [장소] 모자원고개 [카테고리] 관광지
서울특별시,남산공원,서울 중구 소파로 460,관광지,26,202502,126.990898871839500,37.550936897585345,11,11170,용산구,문화관광,[지역] 서울특별시 [장소] 남산공원 [카테고리] 관광지
서울특별시,벨루스호텔,서울 동대문구 장한로24길 80,숙박,26,202502,127.071308075635000,37.570629564419000,11,11230,동대문구,숙박,[지역] 서울특별시 [장소] 벨루스호텔 [카테고리] 숙박
서울특별시,삼성동시장,서울 관악구 원신1길 340,관광지,26,202502,126.931960537350000,37.469973673107100,11,11620,관악구,쇼핑,[지역] 서울특별시 [장소] 삼성동시장 [카테고리] 관광지
서울특별시,롯데월드어드벤쳐,서울 송파구 올림픽로 2400,관광지,26,202502,127.097917367150000,37.511275480454800,11,11710,송파구,문화관광,[지역] 서울특별시 [장소] 롯데월드어드벤쳐 [카테고리] 관광지
서울특별시,인터시티서울호텔,서울 강서구 마곡중앙6로 763,숙박,26,202502,126.835876905380700,37.559793319402760,11,11500,강서구,숙박,[지역] 서울특별시 [장소] 인터시티서울호텔 [카테고리] 숙박
서울특별시,호텔피아노,서울 성북구 보문로 680,숙박,26,202502,127.021740753958510,37.581437360077120,11,11290,성북구,숙박,[지역] 서울특별시 [장소] 호텔피아노 [카테고리] 숙박
서울특별시,메가박스군자,서울 광진구 능동로 2890,관광지,26,202502,127.078390915269900,37.555770215722205,11,11215,광진구,문화관광,[지역] 서울특별시 [장소] 메가박스군자 [카테고리] 관광지
서울특별시,와이즈파크,서울 마포구 양화로 1760,관광지,26,202502,126.924904778514620,37.557296866967140,11,11440,마포구,쇼핑,[지역] 서울특별시 [장소] 와이즈파크 [카테고리] 관광지
서울특별시,씨네큐신도림점,서울 구로구 새말로 970,관광지,26,202502,126.890436157046000,37.507052467543600,11,11530,구로구,문화관광,[지역] 서울특별시 [장소] 씨네큐신도림점 [카테고리] 관광지
서울특별시,백두쇼핑센터,서울 강동구 고덕로83길 280,관광지,26,202502,127.168938264294000,37.558270495875400,11,11740,강동구,쇼핑,[지역] 서울특별시 [장소] 백두쇼핑센터 [카테고리] 관광지
서울특별시,대조어린이공원,서울 은평구 연서로22길 930,관광지,26,202502,126.919932442039000,37.615512321768700,11,11380,은평구,문화관광,[지역] 서울특별시 [장소] 대조어린이공원 [카테고리] 관광지
서울특별시,신사동가로수길,서울 강남구,관광지,26,202502,127.022785165009900,37.521551603399644,11,11680,강남구,문화관광,[지역] 서울특별시 [장소] 신사동가로수길 [카테고리] 관광지
서울특별시,노원천문우주과학관,서울 노원구 동일로205길 130,관광지,26,202502,127.065228974698190,37.640710115889900,11,11350,노원구,문화관광,[지역] 서울특별시 [장소] 노원천문우주과학관 [카테고리] 관광지
서울특별시,용산전자상가,서울 용산구,관광지,27,202502,126.962961074491090,37.533268486885970,11,11170,용산구,쇼핑,[지역] 서울특별시 [장소] 용산전자상가 [카테고리] 관광지
서울특별시,호텔메트로21,서울 관악구 승방2길 70,숙박,27,202502,126.980988945525380,37.474170386356790,11,11620,관악구,숙박,[지역] 서울특별시 [장소] 호텔메트로21 [카테고리] 숙박
서울특별시,호텔디아티스트연신내점,서울 은평구 통일로 8910,숙박,27,202502,126.919515745345000,37.622483734350000,11,11380,은평구,숙박,[지역] 서울특별시 [장소] 호텔디아티스트연신내점 [카테고리] 숙박
서울특별시,펜트아이미아본점,서울 강북구 솔샘로 3270,관광지,27,202502,127.028479705195930,37.617374923894130,11,11305,강북구,문화관광,[지역] 서울특별시 [장소] 펜트아이미아본점 [카테고리] 관광지
서울특별시,아난티 앳 강남,서울 강남구 논현로 7340,숙박,27,202502,127.029617919690000,37.517579882575000,11,11680,강남구,숙박,[지역] 서울특별시 [장소] 아난티 앳 강남 [카테고리] 숙박
서울특별시,버스호텔,서울 중랑구 망우로52길 227,숙박,27,202502,127.089583949771000,37.596043406363700,11,11260,중랑구,숙박,[지역] 서울특별시 [장소] 버스호텔 [카테고리] 숙박
서울특별시,샤롯데씨어터,서울 송파구 올림픽로 2400,관광지,27,202502,127.099861641193390,37.510747775796524,11,11710,송파구,문화관광,[지역] 서울특별시 [장소] 샤롯데씨어터 [카테고리] 관광지
서울특별시,초안산실내배드민턴장,서울 도봉구 덕릉로63길 7610,관광지,27,202502,127.040893430850000,37.644454166293900,11,11320,도봉구,레저스포츠,[지역] 서울특별시 [장소] 초안산실내배드민턴장 [카테고리] 관광지
서울특별시,돈암동아리랑고개,서울 성북구,관광지,27,202502,127.014285151338000,37.601458976141600,11,11290,성북구,자연관광,[지역] 서울특별시 [장소] 돈암동아리랑고개 [카테고리] 관광지
서울특별시,지밸리몰,서울 구로구 디지털로 3000,관광지,27,202502,126.896519152656800,37.484888400252586,11,11530,구로구,쇼핑,[지역] 서울특별시 [장소] 지밸리몰 [카테고리] 관광지
서울특별시,성수연방,서울 성동구 성수이로14길 140,관광지,27,202502,127.056944341644740,37.541522717066070,11,11200,성동구,문화관광,[지역] 서울특별시 [장소] 성수연방 [카테고리] 관광지
서울특별시,태릉실내빙상장,서울 노원구 화랑로 7270,관광지,27,202502,127.103110091220330,37.637594239879540,11,11350,노원구,레저스포츠,[지역] 서울특별시 [장소] 태릉실내빙상장 [카테고리] 관광지
서울특별시,천호공구거리,서울 강동구,관광지,27,202502,127.123414765747190,37.541494370228310,11,11740,강동구,쇼핑,[지역] 서울특별시 [장소] 천호공구거리 [카테고리] 관광지
서울특별시,CGV연남,서울 마포구 양화로 1860,관광지,27,202502,126.925765805830000,37.557907912669000,11,11440,마포구,문화관광,[지역] 서울특별시 [장소] CGV연남 [카테고리] 관광지
서울특별시,에스알호텔서울마곡,서울 강서구 강서로 4000,숙박,27,202502,126.839499178150450,37.561095198396345,11,11500,강서구,숙박,[지역] 서울특별시 [장소] 에스알호텔서울마곡 [카테고리] 숙박
서울특별시,국립어린이과학관,서울 종로구 창경궁로 2150,관광지,27,202502,126.996981353296330,37.581850026294600,11,11110,종로구,문화관광,[지역] 서울특별시 [장소] 국립어린이과학관 [카테고리] 관광지
서울특별시,청량리시장,서울 동대문구 홍릉로 130,관광지,27,202502,127.043088306971000,37.580572682794500,11,11230,동대문구,쇼핑,[지역] 서울특별시 [장소] 청량리시장 [카테고리] 관광지
서울특별시,호텔인카페독산사거리점,서울 금천구 가산로 350,숙박,27,202502,126.898907956850000,37.471167778424000,11,11545,금천구,숙박,[지역] 서울특별시 [장소] 호텔인카페독산사거리점 [카테고리] 숙박
서울특별시,자연사박물관,서울 서대문구 이화여대길 520,관광지,27,202502,126.948235969947970,37.560546634262856,11,11410,서대문구,문화관광,[지역] 서울특별시 [장소] 자연사박물관 [카테고리] 관광지
서울특별시,롯데백화점에비뉴엘본점,서울 중구 남대문로 730,관광지,27,202502,126.981621803596000,37.564213082571300,11,11140,중구,쇼핑,[지역] 서울특별시 [장소] 롯데백화점에비뉴엘본점 [카테고리] 관광지
서울특별시,주렁주렁영등포타임스퀘어점,서울 영등포구 영중로 150,관광지,27,202502,126.903101583440720,37.516968064760050,11,11560,영등포구,문화관광,[지역] 서울특별시 [장소] 주렁주렁영등포타임스퀘어점 [카테고리] 관광지
서울특별시,양천근린공원,서울 양천구 목동동로 지하 1110,관광지,27,202502,126.868326939656000,37.518078835941500,11,11470,양천구,문화관광,[지역] 서울특별시 [장소] 양천근린공원 [카테고리] 관광지
서울특별시,예스24라이브홀,서울 광진구 구천면로 200,관광지,27,202502,127.107971674208030,37.545771556745230,11,11215,광진구,문화관광,[지역] 서울특별시 [장소] 예스24라이브홀 [카테고리] 관광지
서울특별시,구룡사,서울 서초구 논현로5길 3111,관광지,27,202502,127.049172161951160,37.471140925112840,11,11650,서초구,역사관광,[지역] 서울특별시 [장소] 구룡사 [카테고리] 관광지
서울특별시,코자자모텔,서울 동작구 사당로30길 50,숙박,27,202502,126.981233721521250,37.484722270358816,11,11590,동작구,숙박,[지역] 서울특별시 [장소] 코자자모텔 [카테고리] 숙박
서울특별시,호텔스타상봉점,서울 중랑구 망우로58길 80,숙박,28,202502,127.093750220704520,37.597959877512025,11,11260,중랑구,숙박,[지역] 서울특별시 [장소] 호텔스타상봉점 [카테고리] 숙박
서울특별시,호텔클래시,서울 강북구 도봉로82길 130,숙박,28,202502,127.024533885759000,37.635816175032000,11,11305,강북구,숙박,[지역] 서울특별시 [장소] 호텔클래시 [카테고리] 숙박
서울특별시,효창공원,서울 용산구 효창원로 17718,관광지,28,202502,126.960123929467100,37.545520667564100,11,11170,용산구,문화관광,[지역] 서울특별시 [장소] 효창공원 [카테고리] 관광지
서울특별시,티트리호텔,서울 관악구 승방2길 90,숙박,28,202502,126.980966463378080,37.474283703174950,11,11620,관악구,숙박,[지역] 서울특별시 [장소] 티트리호텔 [카테고리] 숙박
서울특별시,동서울호텔,서울 광진구 구의강변로 380,숙박,28,202502,127.091917683443000,37.534189461625000,11,11215,광진구,숙박,[지역] 서울특별시 [장소] 동서울호텔 [카테고리] 숙박
서울특별시,롯데호텔L7명동,서울 중구 퇴계로 1370,숙박,28,202502,126.987010232520000,37.561407884769900,11,11140,중구,숙박,[지역] 서울특별시 [장소] 롯데호텔L7명동 [카테고리] 숙박
서울특별시,구강사,서울 강동구 천중로 640,관광지,28,202502,127.128830909276000,37.544910676069900,11,11740,강동구,역사관광,[지역] 서울특별시 [장소] 구강사 [카테고리] 관광지
서울특별시,한신쇼핑,서울 도봉구 도봉로180나길 410,관광지,28,202502,127.049947772753000,37.684171846792500,11,11320,도봉구,쇼핑,[지역] 서울특별시 [장소] 한신쇼핑 [카테고리] 관광지
서울특별시,안녕인사동,서울 종로구 인사동길 490,관광지,28,202502,126.983482645378000,37.574573006800200,11,11110,종로구,쇼핑,[지역] 서울특별시 [장소] 안녕인사동 [카테고리] 관광지
서울특별시,금나래아트홀,서울 금천구 시흥대로73길 700,관광지,28,202502,126.895963917647010,37.456586112349044,11,11545,금천구,문화관광,[지역] 서울특별시 [장소] 금나래아트홀 [카테고리] 관광지
서울특별시,KBS아레나,서울 강서구 공항대로 3760,관광지,28,202502,126.848106176349200,37.556796456507314,11,11500,강서구,문화관광,[지역] 서울특별시 [장소] KBS아레나 [카테고리] 관광지
서울특별시,여의도컴포트인,서울 영등포구 국회대로72길 70,숙박,28,202502,126.920509990357120,37.530366918789200,11,11560,영등포구,숙박,[지역] 서울특별시 [장소] 여의도컴포트인 [카테고리] 숙박
서울특별시,컬리넌호텔왕십리,서울 성동구 무학로2길 470,숙박,28,202502,127.034811453849000,37.562630261939000,11,11200,성동구,숙박,[지역] 서울특별시 [장소] 컬리넌호텔왕십리 [카테고리] 숙박
서울특별시,더케이호텔서울,서울 서초구 바우뫼로12길 700,숙박,28,202502,127.032673699714000,37.466196949734900,11,11650,서초구,숙박,[지역] 서울특별시 [장소] 더케이호텔서울 [카테고리] 숙박
서울특별시,청량종합도매시장,서울 동대문구 경동시장로 31,관광지,28,202502,127.040421868864000,37.581850296179800,11,11230,동대문구,쇼핑,[지역] 서울특별시 [장소] 청량종합도매시장 [카테고리] 관광지
서울특별시,서울형키즈카페시립목동점,서울 양천구 안양천로 11310,관광지,28,202502,126.883653012050520,37.542151304290080,11,11470,양천구,문화관광,[지역] 서울특별시 [장소] 서울형키즈카페시립목동점 [카테고리] 관광지
서울특별시,호국지장사,서울 동작구 현충로 2100,관광지,28,202502,126.964735076896330,37.498720551266570,11,11590,동작구,역사관광,[지역] 서울특별시 [장소] 호국지장사 [카테고리] 관광지
