baseYmd,areaCd,areaNm,signguCd,signguNm,tAtsNm,cnctrRate
20250313,11,서울특별시,11110,종로구,가회민화박물관,92.99
20250314,11,서울특별시,11110,종로구,가회민화박물관,93.01
20250315,11,서울특별시,11110,종로구,가회민화박물관,99.99
20250316,11,서울특별시,11110,종로구,가회민화박물관,99.97
20250317,11,서울특별시,11110,종로구,가회민화박물관,91.18
20250318,11,서울특별시,11110,종로구,가회민화박물관,93.01
20250319,11,서울특별시,11110,종로구,가회민화박물관,92.99
20250320,11,서울특별시,11110,종로구,가회민화박물관,96.48
20250321,11,서울특별시,11110,종로구,가회민화박물관,96.48
20250322,11,서울특별시,11110,종로구,가회민화박물관,99.99
20250323,11,서울특별시,11110,종로구,가회민화박물관,99.98
20250324,11,서울특별시,11110,종로구,가회민화박물관,91.18
20250325,11,서울특별시,11110,종로구,가회민화박물관,93.01
20250326,11,서울특별시,11110,종로구,가회민화박물관,92.99
20250327,11,서울특별시,11110,종로구,가회민화박물관,96.48
20250328,11,서울특별시,11110,종로구,가회민화박물관,98.99
20250329,11,서울특별시,11110,종로구,가회민화박물관,99.99
20250330,11,서울특별시,11110,종로구,가회민화박물관,99.97
20250331,11,서울특별시,11110,종로구,가회민화박물관,91.19
20250401,11,서울특별시,11110,종로구,가회민화박물관,93.01
20250402,11,서울특별시,11110,종로구,가회민화박물관,92.99
20250403,11,서울특별시,11110,종로구,가회민화박물관,92.99
20250404,11,서울특별시,11110,종로구,가회민화박물관,99.14
20250405,11,서울특별시,11110,종로구,가회민화박물관,99.99
20250406,11,서울특별시,11110,종로구,가회민화박물관,99.98
20250407,11,서울특별시,11110,종로구,가회민화박물관,93.01
20250408,11,서울특별시,11110,종로구,가회민화박물관,92.99
20250409,11,서울특별시,11110,종로구,가회민화박물관,98.99
20250410,11,서울특별시,11110,종로구,가회민화박물관,98.99
20250411,11,서울특별시,11110,종로구,가회민화박물관,99.14
20250313,11,서울특별시,11110,종로구,감로암(서울),74.01
20250314,11,서울특별시,11110,종로구,감로암(서울),74.07
20250315,11,서울특별시,11110,종로구,감로암(서울),81.89
20250316,11,서울특별시,11110,종로구,감로암(서울),71.39
20250317,11,서울특별시,11110,종로구,감로암(서울),74.2
20250318,11,서울특별시,11110,종로구,감로암(서울),75.62
20250319,11,서울특별시,11110,종로구,감로암(서울),74.07
20250320,11,서울특별시,11110,종로구,감로암(서울),74.53
20250321,11,서울특별시,11110,종로구,감로암(서울),74.01
20250322,11,서울특별시,11110,종로구,감로암(서울),81.96
20250323,11,서울특별시,11110,종로구,감로암(서울),71.24
20250324,11,서울특별시,11110,종로구,감로암(서울),74.2
20250325,11,서울특별시,11110,종로구,감로암(서울),75.62
20250326,11,서울특별시,11110,종로구,감로암(서울),74.01
20250327,11,서울특별시,11110,종로구,감로암(서울),74.53
20250328,11,서울특별시,11110,종로구,감로암(서울),74.58
20250329,11,서울특별시,11110,종로구,감로암(서울),81.97
20250330,11,서울특별시,11110,종로구,감로암(서울),71.39
20250331,11,서울특별시,11110,종로구,감로암(서울),74.36
20250401,11,서울특별시,11110,종로구,감로암(서울),75.62
20250402,11,서울특별시,11110,종로구,감로암(서울),74.01
20250403,11,서울특별시,11110,종로구,감로암(서울),74.01
20250404,11,서울특별시,11110,종로구,감로암(서울),71.72
20250405,11,서울특별시,11110,종로구,감로암(서울),81.97
20250406,11,서울특별시,11110,종로구,감로암(서울),71.24
20250407,11,서울특별시,11110,종로구,감로암(서울),75.62
20250408,11,서울특별시,11110,종로구,감로암(서울),74.07
20250409,11,서울특별시,11110,종로구,감로암(서울),74.58
20250410,11,서울특별시,11110,종로구,감로암(서울),74.58
20250411,11,서울특별시,11110,종로구,감로암(서울),71.72
20250313,11,서울특별시,11110,종로구,경복궁,99.92
20250314,11,서울특별시,11110,종로구,경복궁,99.92
20250315,11,서울특별시,11110,종로구,경복궁,100
20250316,11,서울특별시,11110,종로구,경복궁,99.99
20250317,11,서울특별시,11110,종로구,경복궁,99.54
20250318,11,서울특별시,11110,종로구,경복궁,99.92
20250319,11,서울특별시,11110,종로구,경복궁,99.92
20250320,11,서울특별시,11110,종로구,경복궁,99.92
20250321,11,서울특별시,11110,종로구,경복궁,99.92
20250322,11,서울특별시,11110,종로구,경복궁,100
20250323,11,서울특별시,11110,종로구,경복궁,99.99
20250324,11,서울특별시,11110,종로구,경복궁,99.57
20250325,11,서울특별시,11110,종로구,경복궁,99.92
20250326,11,서울특별시,11110,종로구,경복궁,99.92
20250327,11,서울특별시,11110,종로구,경복궁,99.92
20250328,11,서울특별시,11110,종로구,경복궁,99.92
20250329,11,서울특별시,11110,종로구,경복궁,100
20250330,11,서울특별시,11110,종로구,경복궁,99.99
20250331,11,서울특별시,11110,종로구,경복궁,99.9
20250401,11,서울특별시,11110,종로구,경복궁,99.92
20250402,11,서울특별시,11110,종로구,경복궁,99.92
20250403,11,서울특별시,11110,종로구,경복궁,99.92
20250404,11,서울특별시,11110,종로구,경복궁,99.94
20250405,11,서울특별시,11110,종로구,경복궁,100
20250406,11,서울특별시,11110,종로구,경복궁,99.99
20250407,11,서울특별시,11110,종로구,경복궁,99.92
20250408,11,서울특별시,11110,종로구,경복궁,99.92
20250409,11,서울특별시,11110,종로구,경복궁,99.92
20250410,11,서울특별시,11110,종로구,경복궁,99.92
20250411,11,서울특별시,11110,종로구,경복궁,99.94
20250313,11,서울특별시,11110,종로구,경운동민병옥가옥,93.83
20250314,11,서울특별시,11110,종로구,경운동민병옥가옥,93.85
20250315,11,서울특별시,11110,종로구,경운동민병옥가옥,99.05
20250316,11,서울특별시,11110,종로구,경운동민병옥가옥,97.23
20250317,11,서울특별시,11110,종로구,경운동민병옥가옥,94.84
20250318,11,서울특별시,11110,종로구,경운동민병옥가옥,93.85
20250319,11,서울특별시,11110,종로구,경운동민병옥가옥,93.83
20250320,11,서울특별시,11110,종로구,경운동민병옥가옥,93.63
20250321,11,서울특별시,11110,종로구,경운동민병옥가옥,93.83
20250322,11,서울특별시,11110,종로구,경운동민병옥가옥,99.1
20250323,11,서울특별시,11110,종로구,경운동민병옥가옥,98.18
20250324,11,서울특별시,11110,종로구,경운동민병옥가옥,94.82
20250325,11,서울특별시,11110,종로구,경운동민병옥가옥,93.85
20250326,11,서울특별시,11110,종로구,경운동민병옥가옥,93.83
20250327,11,서울특별시,11110,종로구,경운동민병옥가옥,93.63
20250328,11,서울특별시,11110,종로구,경운동민병옥가옥,93.63
20250329,11,서울특별시,11110,종로구,경운동민병옥가옥,99.11
20250330,11,서울특별시,11110,종로구,경운동민병옥가옥,98.18
20250331,11,서울특별시,11110,종로구,경운동민병옥가옥,94.82
20250401,11,서울특별시,11110,종로구,경운동민병옥가옥,93.85
20250402,11,서울특별시,11110,종로구,경운동민병옥가옥,93.83
20250403,11,서울특별시,11110,종로구,경운동민병옥가옥,93.83
20250404,11,서울특별시,11110,종로구,경운동민병옥가옥,95.42
20250405,11,서울특별시,11110,종로구,경운동민병옥가옥,99.09
20250406,11,서울특별시,11110,종로구,경운동민병옥가옥,98.18
20250407,11,서울특별시,11110,종로구,경운동민병옥가옥,95.75
20250408,11,서울특별시,11110,종로구,경운동민병옥가옥,93.83
20250409,11,서울특별시,11110,종로구,경운동민병옥가옥,93.63
20250410,11,서울특별시,11110,종로구,경운동민병옥가옥,93.63
20250411,11,서울특별시,11110,종로구,경운동민병옥가옥,95.42
20250313,11,서울특별시,11110,종로구,경찰박물관,57.18
20250314,11,서울특별시,11110,종로구,경찰박물관,57.18
20250315,11,서울특별시,11110,종로구,경찰박물관,61.88
20250316,11,서울특별시,11110,종로구,경찰박물관,57.17
20250317,11,서울특별시,11110,종로구,경찰박물관,78.46
20250318,11,서울특별시,11110,종로구,경찰박물관,57.38
20250319,11,서울특별시,11110,종로구,경찰박물관,57.18
20250320,11,서울특별시,11110,종로구,경찰박물관,57.01
20250321,11,서울특별시,11110,종로구,경찰박물관,57.01
20250322,11,서울특별시,11110,종로구,경찰박물관,63.96
20250323,11,서울특별시,11110,종로구,경찰박물관,57.5
20250324,11,서울특별시,11110,종로구,경찰박물관,78.32
20250325,11,서울특별시,11110,종로구,경찰박물관,57.38
20250326,11,서울특별시,11110,종로구,경찰박물관,57.18
20250327,11,서울특별시,11110,종로구,경찰박물관,57.01
20250328,11,서울특별시,11110,종로구,경찰박물관,55.95
20250329,11,서울특별시,11110,종로구,경찰박물관,63.41
20250330,11,서울특별시,11110,종로구,경찰박물관,57.17
20250331,11,서울특별시,11110,종로구,경찰박물관,78.43
20250401,11,서울특별시,11110,종로구,경찰박물관,57.38
20250402,11,서울특별시,11110,종로구,경찰박물관,57.18
20250403,11,서울특별시,11110,종로구,경찰박물관,57.18
20250404,11,서울특별시,11110,종로구,경찰박물관,38.38
20250405,11,서울특별시,11110,종로구,경찰박물관,63.41
20250406,11,서울특별시,11110,종로구,경찰박물관,57.5
20250407,11,서울특별시,11110,종로구,경찰박물관,57.38
20250408,11,서울특별시,11110,종로구,경찰박물관,57.18
20250409,11,서울특별시,11110,종로구,경찰박물관,55.95
20250410,11,서울특별시,11110,종로구,경찰박물관,55.95
20250411,11,서울특별시,11110,종로구,경찰박물관,38.38
20250313,11,서울특별시,11110,종로구,경희궁,59.46
20250314,11,서울특별시,11110,종로구,경희궁,78.29
20250315,11,서울특별시,11110,종로구,경희궁,52.29
20250316,11,서울특별시,11110,종로구,경희궁,53.85
20250317,11,서울특별시,11110,종로구,경희궁,75.64
20250318,11,서울특별시,11110,종로구,경희궁,79.62
20250319,11,서울특별시,11110,종로구,경희궁,78.29
20250320,11,서울특별시,11110,종로구,경희궁,52.72
20250321,11,서울특별시,11110,종로구,경희궁,59.46
20250322,11,서울특별시,11110,종로구,경희궁,49.38
20250323,11,서울특별시,11110,종로구,경희궁,53.05
20250324,11,서울특별시,11110,종로구,경희궁,75.64
20250325,11,서울특별시,11110,종로구,경희궁,79.62
20250326,11,서울특별시,11110,종로구,경희궁,59.46
20250327,11,서울특별시,11110,종로구,경희궁,52.72
20250328,11,서울특별시,11110,종로구,경희궁,59.09
20250329,11,서울특별시,11110,종로구,경희궁,51.5
20250330,11,서울특별시,11110,종로구,경희궁,53.85
20250331,11,서울특별시,11110,종로구,경희궁,75.18
20250401,11,서울특별시,11110,종로구,경희궁,79.62
20250402,11,서울특별시,11110,종로구,경희궁,59.46
20250403,11,서울특별시,11110,종로구,경희궁,59.46
20250404,11,서울특별시,11110,종로구,경희궁,51.34
20250405,11,서울특별시,11110,종로구,경희궁,51.5
20250406,11,서울특별시,11110,종로구,경희궁,53.05
20250407,11,서울특별시,11110,종로구,경희궁,79.62
20250408,11,서울특별시,11110,종로구,경희궁,78.29
20250409,11,서울특별시,11110,종로구,경희궁,59.09
20250410,11,서울특별시,11110,종로구,경희궁,59.09
20250411,11,서울특별시,11110,종로구,경희궁,51.34
20250313,11,서울특별시,11110,종로구,광장시장,84.55
20250314,11,서울특별시,11110,종로구,광장시장,84.77
20250315,11,서울특별시,11110,종로구,광장시장,99.88
20250316,11,서울특별시,11110,종로구,광장시장,97.46
20250317,11,서울특별시,11110,종로구,광장시장,84.54
20250318,11,서울특별시,11110,종로구,광장시장,84.35
20250319,11,서울특별시,11110,종로구,광장시장,84.55
20250320,11,서울특별시,11110,종로구,광장시장,84.51
20250321,11,서울특별시,11110,종로구,광장시장,84.51
20250322,11,서울특별시,11110,종로구,광장시장,99.89
20250323,11,서울특별시,11110,종로구,광장시장,97.12
20250324,11,서울특별시,11110,종로구,광장시장,84.54
20250325,11,서울특별시,11110,종로구,광장시장,84.35
20250326,11,서울특별시,11110,종로구,광장시장,84.55
20250327,11,서울특별시,11110,종로구,광장시장,84.51
20250328,11,서울특별시,11110,종로구,광장시장,84.93
20250329,11,서울특별시,11110,종로구,광장시장,99.88
20250330,11,서울특별시,11110,종로구,광장시장,97.46
20250331,11,서울특별시,11110,종로구,광장시장,85.1
20250401,11,서울특별시,11110,종로구,광장시장,84.42
20250402,11,서울특별시,11110,종로구,광장시장,84.55
20250403,11,서울특별시,11110,종로구,광장시장,84.55
20250404,11,서울특별시,11110,종로구,광장시장,90.3
20250405,11,서울특별시,11110,종로구,광장시장,99.88
20250406,11,서울특별시,11110,종로구,광장시장,97.12
20250407,11,서울특별시,11110,종로구,광장시장,84.35
20250408,11,서울특별시,11110,종로구,광장시장,84.55
20250409,11,서울특별시,11110,종로구,광장시장,84.93
20250410,11,서울특별시,11110,종로구,광장시장,84.93
20250411,11,서울특별시,11110,종로구,광장시장,90.3
20250313,11,서울특별시,11110,종로구,광화문,99.16
20250314,11,서울특별시,11110,종로구,광화문,99.16
20250315,11,서울특별시,11110,종로구,광화문,100
20250316,11,서울특별시,11110,종로구,광화문,99.99
20250317,11,서울특별시,11110,종로구,광화문,99.44
20250318,11,서울특별시,11110,종로구,광화문,99.19
20250319,11,서울특별시,11110,종로구,광화문,99.15
20250320,11,서울특별시,11110,종로구,광화문,99.83
20250321,11,서울특별시,11110,종로구,광화문,99.16
20250322,11,서울특별시,11110,종로구,광화문,100
20250323,11,서울특별시,11110,종로구,광화문,99.99
20250324,11,서울특별시,11110,종로구,광화문,99.33
20250325,11,서울특별시,11110,종로구,광화문,99.19
20250326,11,서울특별시,11110,종로구,광화문,99.16
20250327,11,서울특별시,11110,종로구,광화문,99.83
20250328,11,서울특별시,11110,종로구,광화문,99.83
20250329,11,서울특별시,11110,종로구,광화문,100
20250330,11,서울특별시,11110,종로구,광화문,99.99
20250331,11,서울특별시,11110,종로구,광화문,99.33
20250401,11,서울특별시,11110,종로구,광화문,99.19
20250402,11,서울특별시,11110,종로구,광화문,99.15
20250403,11,서울특별시,11110,종로구,광화문,99.16
20250404,11,서울특별시,11110,종로구,광화문,99.61
20250405,11,서울특별시,11110,종로구,광화문,100
20250406,11,서울특별시,11110,종로구,광화문,99.99
20250407,11,서울특별시,11110,종로구,광화문,99.19
20250408,11,서울특별시,11110,종로구,광화문,99.15
20250409,11,서울특별시,11110,종로구,광화문,99.83
20250410,11,서울특별시,11110,종로구,광화문,99.83
20250411,11,서울특별시,11110,종로구,광화문,99.61
20250313,11,서울특별시,11110,종로구,광화문광장,95.75
20250314,11,서울특별시,11110,종로구,광화문광장,95.71
20250315,11,서울특별시,11110,종로구,광화문광장,98.2
20250316,11,서울특별시,11110,종로구,광화문광장,97.26
20250317,11,서울특별시,11110,종로구,광화문광장,84.44
20250318,11,서울특별시,11110,종로구,광화문광장,95.32
20250319,11,서울특별시,11110,종로구,광화문광장,95.75
20250320,11,서울특별시,11110,종로구,광화문광장,95.32
20250321,11,서울특별시,11110,종로구,광화문광장,95.75
20250322,11,서울특별시,11110,종로구,광화문광장,98.2
20250323,11,서울특별시,11110,종로구,광화문광장,95.95
20250324,11,서울특별시,11110,종로구,광화문광장,88.98
20250325,11,서울특별시,11110,종로구,광화문광장,95.32
20250326,11,서울특별시,11110,종로구,광화문광장,95.75
20250327,11,서울특별시,11110,종로구,광화문광장,95.32
20250328,11,서울특별시,11110,종로구,광화문광장,95.32
20250329,11,서울특별시,11110,종로구,광화문광장,98.2
20250330,11,서울특별시,11110,종로구,광화문광장,95.95
20250331,11,서울특별시,11110,종로구,광화문광장,90.34
20250401,11,서울특별시,11110,종로구,광화문광장,95.32
20250402,11,서울특별시,11110,종로구,광화문광장,95.75
20250403,11,서울특별시,11110,종로구,광화문광장,95.75
20250404,11,서울특별시,11110,종로구,광화문광장,95.32
20250405,11,서울특별시,11110,종로구,광화문광장,98.2
20250406,11,서울특별시,11110,종로구,광화문광장,95.95
20250407,11,서울특별시,11110,종로구,광화문광장,95.32
20250408,11,서울특별시,11110,종로구,광화문광장,95.75
20250409,11,서울특별시,11110,종로구,광화문광장,95.32
20250410,11,서울특별시,11110,종로구,광화문광장,95.32
20250411,11,서울특별시,11110,종로구,광화문광장,94.36
20250313,11,서울특별시,11110,종로구,구공업전습소본관,79.29
20250314,11,서울특별시,11110,종로구,구공업전습소본관,79.07
20250315,11,서울특별시,11110,종로구,구공업전습소본관,85.83
20250316,11,서울특별시,11110,종로구,구공업전습소본관,78.63
20250317,11,서울특별시,11110,종로구,구공업전습소본관,83.86
20250318,11,서울특별시,11110,종로구,구공업전습소본관,79.02
20250319,11,서울특별시,11110,종로구,구공업전습소본관,79.28
20250320,11,서울특별시,11110,종로구,구공업전습소본관,79.38
20250321,11,서울특별시,11110,종로구,구공업전습소본관,79.29
20250322,11,서울특별시,11110,종로구,구공업전습소본관,81.79
20250323,11,서울특별시,11110,종로구,구공업전습소본관,78.39
20250324,11,서울특별시,11110,종로구,구공업전습소본관,81.62
20250325,11,서울특별시,11110,종로구,구공업전습소본관,79.02
20250326,11,서울특별시,11110,종로구,구공업전습소본관,79.29
20250327,11,서울특별시,11110,종로구,구공업전습소본관,79.38
20250328,11,서울특별시,11110,종로구,구공업전습소본관,79.38
20250329,11,서울특별시,11110,종로구,구공업전습소본관,85.74
20250330,11,서울특별시,11110,종로구,구공업전습소본관,78.39
20250331,11,서울특별시,11110,종로구,구공업전습소본관,81.62
20250401,11,서울특별시,11110,종로구,구공업전습소본관,79.02
20250402,11,서울특별시,11110,종로구,구공업전습소본관,79.28
20250403,11,서울특별시,11110,종로구,구공업전습소본관,79.29
20250404,11,서울특별시,11110,종로구,구공업전습소본관,79.38
20250405,11,서울특별시,11110,종로구,구공업전습소본관,85.75
20250406,11,서울특별시,11110,종로구,구공업전습소본관,78.39
20250407,11,서울특별시,11110,종로구,구공업전습소본관,79.78
20250408,11,서울특별시,11110,종로구,구공업전습소본관,79.28
20250409,11,서울특별시,11110,종로구,구공업전습소본관,79.38
20250410,11,서울특별시,11110,종로구,구공업전습소본관,79.38
20250411,11,서울특별시,11110,종로구,구공업전습소본관,79.38
20250313,11,서울특별시,11110,종로구,국립고궁박물관,71.21
20250314,11,서울특별시,11110,종로구,국립고궁박물관,71.35
20250315,11,서울특별시,11110,종로구,국립고궁박물관,75.1
20250316,11,서울특별시,11110,종로구,국립고궁박물관,71.67
20250317,11,서울특별시,11110,종로구,국립고궁박물관,93.1
20250318,11,서울특별시,11110,종로구,국립고궁박물관,72.94
20250319,11,서울특별시,11110,종로구,국립고궁박물관,71.35
20250320,11,서울특별시,11110,종로구,국립고궁박물관,77.81
20250321,11,서울특별시,11110,종로구,국립고궁박물관,71.21
20250322,11,서울특별시,11110,종로구,국립고궁박물관,90.18
20250323,11,서울특별시,11110,종로구,국립고궁박물관,71.67
20250324,11,서울특별시,11110,종로구,국립고궁박물관,70.49
20250325,11,서울특별시,11110,종로구,국립고궁박물관,72.94
20250326,11,서울특별시,11110,종로구,국립고궁박물관,71.21
20250327,11,서울특별시,11110,종로구,국립고궁박물관,77.81
20250328,11,서울특별시,11110,종로구,국립고궁박물관,79.08
20250329,11,서울특별시,11110,종로구,국립고궁박물관,75.41
20250330,11,서울특별시,11110,종로구,국립고궁박물관,71.67
20250331,11,서울특별시,11110,종로구,국립고궁박물관,71.69
20250401,11,서울특별시,11110,종로구,국립고궁박물관,72.94
20250402,11,서울특별시,11110,종로구,국립고궁박물관,71.21
20250403,11,서울특별시,11110,종로구,국립고궁박물관,71.21
20250404,11,서울특별시,11110,종로구,국립고궁박물관,80.53
20250405,11,서울특별시,11110,종로구,국립고궁박물관,75.41
20250406,11,서울특별시,11110,종로구,국립고궁박물관,71.67
20250407,11,서울특별시,11110,종로구,국립고궁박물관,72.94
20250408,11,서울특별시,11110,종로구,국립고궁박물관,71.35
20250409,11,서울특별시,11110,종로구,국립고궁박물관,79.08
20250410,11,서울특별시,11110,종로구,국립고궁박물관,79.08
20250411,11,서울특별시,11110,종로구,국립고궁박물관,80.53
20250313,11,서울특별시,11110,종로구,국립어린이과학관,95.69
20250314,11,서울특별시,11110,종로구,국립어린이과학관,95.69
20250315,11,서울특별시,11110,종로구,국립어린이과학관,97.96
20250316,11,서울특별시,11110,종로구,국립어린이과학관,97.96
20250317,11,서울특별시,11110,종로구,국립어린이과학관,95.69
20250318,11,서울특별시,11110,종로구,국립어린이과학관,95.69
20250319,11,서울특별시,11110,종로구,국립어린이과학관,95.69
20250320,11,서울특별시,11110,종로구,국립어린이과학관,96.2
20250321,11,서울특별시,11110,종로구,국립어린이과학관,95.69
20250322,11,서울특별시,11110,종로구,국립어린이과학관,97.96
20250323,11,서울특별시,11110,종로구,국립어린이과학관,97.96
20250324,11,서울특별시,11110,종로구,국립어린이과학관,95.69
20250325,11,서울특별시,11110,종로구,국립어린이과학관,95.69
20250326,11,서울특별시,11110,종로구,국립어린이과학관,95.69
20250327,11,서울특별시,11110,종로구,국립어린이과학관,96.2
20250328,11,서울특별시,11110,종로구,국립어린이과학관,96.2
20250329,11,서울특별시,11110,종로구,국립어린이과학관,97.96
20250330,11,서울특별시,11110,종로구,국립어린이과학관,97.96
20250331,11,서울특별시,11110,종로구,국립어린이과학관,95.69
20250401,11,서울특별시,11110,종로구,국립어린이과학관,95.69
20250402,11,서울특별시,11110,종로구,국립어린이과학관,95.69
20250403,11,서울특별시,11110,종로구,국립어린이과학관,95.69
20250404,11,서울특별시,11110,종로구,국립어린이과학관,95.85
20250405,11,서울특별시,11110,종로구,국립어린이과학관,97.96
20250406,11,서울특별시,11110,종로구,국립어린이과학관,97.96
20250407,11,서울특별시,11110,종로구,국립어린이과학관,95.69
20250408,11,서울특별시,11110,종로구,국립어린이과학관,95.69
20250409,11,서울특별시,11110,종로구,국립어린이과학관,96.2
20250410,11,서울특별시,11110,종로구,국립어린이과학관,96.2
20250411,11,서울특별시,11110,종로구,국립어린이과학관,95.85
20250313,11,서울특별시,11110,종로구,국립현대미술관 서울,100
20250314,11,서울특별시,11110,종로구,국립현대미술관 서울,100
20250315,11,서울특별시,11110,종로구,국립현대미술관 서울,100
20250316,11,서울특별시,11110,종로구,국립현대미술관 서울,100
20250317,11,서울특별시,11110,종로구,국립현대미술관 서울,99.87
20250318,11,서울특별시,11110,종로구,국립현대미술관 서울,100
20250319,11,서울특별시,11110,종로구,국립현대미술관 서울,100
20250320,11,서울특별시,11110,종로구,국립현대미술관 서울,100
20250321,11,서울특별시,11110,종로구,국립현대미술관 서울,100
20250322,11,서울특별시,11110,종로구,국립현대미술관 서울,100
20250323,11,서울특별시,11110,종로구,국립현대미술관 서울,100
20250324,11,서울특별시,11110,종로구,국립현대미술관 서울,99.87
20250325,11,서울특별시,11110,종로구,국립현대미술관 서울,100
20250326,11,서울특별시,11110,종로구,국립현대미술관 서울,100
20250327,11,서울특별시,11110,종로구,국립현대미술관 서울,100
20250328,11,서울특별시,11110,종로구,국립현대미술관 서울,100
20250329,11,서울특별시,11110,종로구,국립현대미술관 서울,100
20250330,11,서울특별시,11110,종로구,국립현대미술관 서울,100
20250331,11,서울특별시,11110,종로구,국립현대미술관 서울,99.94
20250401,11,서울특별시,11110,종로구,국립현대미술관 서울,100
20250402,11,서울특별시,11110,종로구,국립현대미술관 서울,100
20250403,11,서울특별시,11110,종로구,국립현대미술관 서울,100
20250404,11,서울특별시,11110,종로구,국립현대미술관 서울,100
20250405,11,서울특별시,11110,종로구,국립현대미술관 서울,100
20250406,11,서울특별시,11110,종로구,국립현대미술관 서울,100
20250407,11,서울특별시,11110,종로구,국립현대미술관 서울,100
20250408,11,서울특별시,11110,종로구,국립현대미술관 서울,100
20250409,11,서울특별시,11110,종로구,국립현대미술관 서울,100
20250410,11,서울특별시,11110,종로구,국립현대미술관 서울,100
20250411,11,서울특별시,11110,종로구,국립현대미술관 서울,100
20250313,11,서울특별시,11110,종로구,그라운드시소 서촌,77.4
20250314,11,서울특별시,11110,종로구,그라운드시소 서촌,77.72
20250315,11,서울특별시,11110,종로구,그라운드시소 서촌,94.83
20250316,11,서울특별시,11110,종로구,그라운드시소 서촌,92.57
20250317,11,서울특별시,11110,종로구,그라운드시소 서촌,78.24
20250318,11,서울특별시,11110,종로구,그라운드시소 서촌,80.85
20250319,11,서울특별시,11110,종로구,그라운드시소 서촌,77.4
20250320,11,서울특별시,11110,종로구,그라운드시소 서촌,85.57
20250321,11,서울특별시,11110,종로구,그라운드시소 서촌,85.57
20250322,11,서울특별시,11110,종로구,그라운드시소 서촌,96.83
20250313,11,서울특별시,11140,중구,간송미술관(서울 보화각),93.09
20250314,11,서울특별시,11140,중구,간송미술관(서울 보화각),93.02
20250315,11,서울특별시,11140,중구,간송미술관(서울 보화각),98.89
20250316,11,서울특별시,11140,중구,간송미술관(서울 보화각),97.9
20250317,11,서울특별시,11140,중구,간송미술관(서울 보화각),94.28
20250318,11,서울특별시,11140,중구,간송미술관(서울 보화각),94.53
20250319,11,서울특별시,11140,중구,간송미술관(서울 보화각),93.9
20250320,11,서울특별시,11140,중구,간송미술관(서울 보화각),93.02
20250321,11,서울특별시,11140,중구,간송미술관(서울 보화각),93.02
20250322,11,서울특별시,11140,중구,간송미술관(서울 보화각),98.53
20250323,11,서울특별시,11140,중구,간송미술관(서울 보화각),96.32
20250324,11,서울특별시,11140,중구,간송미술관(서울 보화각),94.53
20250325,11,서울특별시,11140,중구,간송미술관(서울 보화각),94.53
20250326,11,서울특별시,11140,중구,간송미술관(서울 보화각),93.9
20250327,11,서울특별시,11140,중구,간송미술관(서울 보화각),93.02
20250328,11,서울특별시,11140,중구,간송미술관(서울 보화각),93.87
20250329,11,서울특별시,11140,중구,간송미술관(서울 보화각),98.54
20250330,11,서울특별시,11140,중구,간송미술관(서울 보화각),96.32
20250331,11,서울특별시,11140,중구,간송미술관(서울 보화각),94.28
20250401,11,서울특별시,11140,중구,간송미술관(서울 보화각),94.52
20250402,11,서울특별시,11140,중구,간송미술관(서울 보화각),93.9
20250403,11,서울특별시,11140,중구,간송미술관(서울 보화각),93.02
20250404,11,서울특별시,11140,중구,간송미술관(서울 보화각),93.87
20250405,11,서울특별시,11140,중구,간송미술관(서울 보화각),98.54
20250406,11,서울특별시,11140,중구,간송미술관(서울 보화각),97.85
20250407,11,서울특별시,11140,중구,간송미술관(서울 보화각),94.53
20250408,11,서울특별시,11140,중구,간송미술관(서울 보화각),94.04
20250409,11,서울특별시,11140,중구,간송미술관(서울 보화각),93.9
20250410,11,서울특별시,11140,중구,간송미술관(서울 보화각),93.43
20250411,11,서울특별시,11140,중구,간송미술관(서울 보화각),93.87
20250313,11,서울특별시,11140,중구,광희문,81.42
20250314,11,서울특별시,11140,중구,광희문,80.15
20250315,11,서울특별시,11140,중구,광희문,77.39
20250316,11,서울특별시,11140,중구,광희문,84.52
20250317,11,서울특별시,11140,중구,광희문,80.02
20250318,11,서울특별시,11140,중구,광희문,80.72
20250319,11,서울특별시,11140,중구,광희문,79.94
20250320,11,서울특별시,11140,중구,광희문,80.15
20250321,11,서울특별시,11140,중구,광희문,80.15
20250322,11,서울특별시,11140,중구,광희문,85.28
20250323,11,서울특별시,11140,중구,광희문,85.92
20250324,11,서울특별시,11140,중구,광희문,80.72
20250325,11,서울특별시,11140,중구,광희문,80.72
20250326,11,서울특별시,11140,중구,광희문,79.94
20250327,11,서울특별시,11140,중구,광희문,80.15
20250328,11,서울특별시,11140,중구,광희문,78.97
20250329,11,서울특별시,11140,중구,광희문,85.28
20250330,11,서울특별시,11140,중구,광희문,85.92
20250331,11,서울특별시,11140,중구,광희문,80.02
20250401,11,서울특별시,11140,중구,광희문,80.51
20250402,11,서울특별시,11140,중구,광희문,79.94
20250403,11,서울특별시,11140,중구,광희문,81.45
20250404,11,서울특별시,11140,중구,광희문,79.94
20250405,11,서울특별시,11140,중구,광희문,77.39
20250406,11,서울특별시,11140,중구,광희문,85.92
20250407,11,서울특별시,11140,중구,광희문,80.72
20250408,11,서울특별시,11140,중구,광희문,79.25
20250409,11,서울특별시,11140,중구,광희문,79.62
20250410,11,서울특별시,11140,중구,광희문,78.51
20250411,11,서울특별시,11140,중구,광희문,79.94
